snapshot_date,snapshot_timestamp,event_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,home_price,away_price,draw_price
20260225,2026-02-25 11:21:18 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,700,-1800,
20260225,2026-02-25 11:21:18 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,750,-1200,
20260225,2026-02-25 11:21:18 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,650,-1000,
20260225,2026-02-25 11:21:18 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,1100,-4500,
20260225,2026-02-25 11:21:18 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,1200,-2400,
20260225,2026-02-25 11:21:18 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,1100,-2500,
20260225,2026-02-25 11:21:18 EST,5302c911c3564c65ed190e98339e9178,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,UCF Knights,West Virginia Mountaineers,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,2000,-20000,
20260225,2026-02-25 11:21:18 EST,5302c911c3564c65ed190e98339e9178,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,UCF Knights,West Virginia Mountaineers,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,2000,-6500,
20260225,2026-02-25 11:21:18 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,-225,162,
20260225,2026-02-25 11:21:18 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,-192,160,
20260225,2026-02-25 11:21:18 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,-190,155,
20260225,2026-02-25 11:21:18 EST,28b4e1d298600a4a6313ae2f42f0e070,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Kansas Jayhawks,Texas Tech Red Raiders,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,142,-192,
20260225,2026-02-25 11:21:18 EST,28b4e1d298600a4a6313ae2f42f0e070,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Kansas Jayhawks,Texas Tech Red Raiders,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,154,-185,
20260225,2026-02-25 11:21:18 EST,28b4e1d298600a4a6313ae2f42f0e070,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Kansas Jayhawks,Texas Tech Red Raiders,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,155,-190,
20260225,2026-02-25 11:21:18 EST,6f75fc47805ed57534aa7ebb27d64af7,basketball_wncaab,WNCAAB,2026-02-26T01:00:00Z,Ohio State Buckeyes,Michigan Wolverines,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,158,-215,
20260225,2026-02-25 11:21:18 EST,6f75fc47805ed57534aa7ebb27d64af7,basketball_wncaab,WNCAAB,2026-02-26T01:00:00Z,Ohio State Buckeyes,Michigan Wolverines,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,180,-218,
20260225,2026-02-25 11:21:18 EST,6f75fc47805ed57534aa7ebb27d64af7,basketball_wncaab,WNCAAB,2026-02-26T01:00:00Z,Ohio State Buckeyes,Michigan Wolverines,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,155,-190,
20260225,2026-02-25 11:21:18 EST,80959bf0bed76994299d4b60f3929462,basketball_wncaab,WNCAAB,2026-02-26T01:30:00Z,Arizona St Sun Devils,BYU Cougars,fanduel,FanDuel,2026-02-25T16:21:08Z,h2h,2026-02-25T16:21:08Z,-290,205,
20260225,2026-02-25 11:21:18 EST,80959bf0bed76994299d4b60f3929462,basketball_wncaab,WNCAAB,2026-02-26T01:30:00Z,Arizona St Sun Devils,BYU Cougars,draftkings,DraftKings,2026-02-25T16:20:53Z,h2h,2026-02-25T16:20:53Z,-218,180,
20260225,2026-02-25 11:21:18 EST,80959bf0bed76994299d4b60f3929462,basketball_wncaab,WNCAAB,2026-02-26T01:30:00Z,Arizona St Sun Devils,BYU Cougars,betmgm,BetMGM,2026-02-25T16:20:40Z,h2h,2026-02-25T16:20:40Z,-220,180,
20260225,2026-02-25 13:17:16 EST,b531a75ccf2efe9fa94d17a22542df30,basketball_wncaab,WNCAAB,2026-02-25T18:07:00Z,Air Force Falcons,Wyoming Cowgirls,betrivers,BetRivers,2026-02-25T18:16:59Z,h2h,2026-02-25T18:16:59Z,123,-180,
20260225,2026-02-25 13:17:16 EST,8c4443d23caec304739854a988def106,basketball_wncaab,WNCAAB,2026-02-25T22:00:00Z,James Madison Dukes,Old Dominion Monarchs,betrivers,BetRivers,2026-02-25T18:16:59Z,h2h,2026-02-25T18:16:59Z,-1667,650,
20260225,2026-02-25 13:17:16 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,fanduel,FanDuel,2026-02-25T18:17:01Z,h2h,2026-02-25T18:17:01Z,700,-1800,
20260225,2026-02-25 13:17:16 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,draftkings,DraftKings,2026-02-25T18:17:00Z,h2h,2026-02-25T18:17:00Z,750,-1200,
20260225,2026-02-25 13:17:16 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,betmgm,BetMGM,2026-02-25T18:16:45Z,h2h,2026-02-25T18:16:45Z,650,-1000,
20260225,2026-02-25 13:17:16 EST,184feee95a5db436177c5174c50048f8,basketball_wncaab,WNCAAB,2026-02-25T23:00:00Z,Penn State Nittany Lions,USC Trojans,betrivers,BetRivers,2026-02-25T18:16:59Z,h2h,2026-02-25T18:16:59Z,700,-2000,
20260225,2026-02-25 13:17:16 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,fanduel,FanDuel,2026-02-25T18:17:01Z,h2h,2026-02-25T18:17:01Z,1200,-5000,
20260225,2026-02-25 13:17:16 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,draftkings,DraftKings,2026-02-25T18:17:00Z,h2h,2026-02-25T18:17:00Z,1200,-2400,
20260225,2026-02-25 13:17:16 EST,2104ac545262dfd260cfaf72266025d2,basketball_wncaab,WNCAAB,2026-02-25T23:30:00Z,Cincinnati Bearcats,TCU Horned Frogs,betmgm,BetMGM,2026-02-25T18:16:45Z,h2h,2026-02-25T18:16:45Z,1100,-2500,
20260225,2026-02-25 13:17:16 EST,0dd49923a3dc217a46f9fed6a326c605,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,Rutgers Scarlet Knights,Indiana Hoosiers,betrivers,BetRivers,2026-02-25T18:16:59Z,h2h,2026-02-25T18:16:59Z,300,-455,
20260225,2026-02-25 13:17:16 EST,abfbb72a8a8ed029bf8539b0cfcdb366,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,Purdue Boilermakers,Oregon Ducks,betrivers,BetRivers,2026-02-25T18:16:59Z,h2h,2026-02-25T18:16:59Z,295,-455,
20260225,2026-02-25 13:17:16 EST,5302c911c3564c65ed190e98339e9178,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,UCF Knights,West Virginia Mountaineers,fanduel,FanDuel,2026-02-25T18:17:01Z,h2h,2026-02-25T18:17:01Z,2000,-20000,
20260225,2026-02-25 13:17:16 EST,5302c911c3564c65ed190e98339e9178,basketball_wncaab,WNCAAB,2026-02-26T00:00:00Z,UCF Knights,West Virginia Mountaineers,draftkings,DraftKings,2026-02-25T18:17:00Z,h2h,2026-02-25T18:17:00Z,2000,-6500,
20260225,2026-02-25 13:17:16 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,fanduel,FanDuel,2026-02-25T18:17:01Z,h2h,2026-02-25T18:17:01Z,-290,205,
20260225,2026-02-25 13:17:16 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,draftkings,DraftKings,2026-02-25T18:17:00Z,h2h,2026-02-25T18:17:00Z,-270,220,
20260225,2026-02-25 13:17:16 EST,ea7785dac32225e4d6a69f9675e364a0,basketball_wncaab,WNCAAB,2026-02-26T00:30:00Z,Iowa State Cyclones,Oklahoma St Cowgirls,betmgm,BetMGM,2026-02-25T18:16:45Z,h2h,2026-02-25T18:16:45Z,-250,200,
